»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.51.0
»»»  Vision Version:	5.51.3 (R)
»»»  Vision Compiled:	8/27/25
»»»  Driver Version:	5.51.0
»»»  Windows Version:	Windows 7
»»»  Processor Information:	x86 (AMD or Intel) - 2 Processors
»»»  Tester Name:	PMF20724-485 (500V)
»»»  Tester S/N:	PMF20724-485
»»»  Internal Amp Type:	500V Rev D Slow
»»»  Internal Amp S/N:	  iAB5-000/D   
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	3/12/2026 - 12:49:55
Configured:	03/09/26 06:20:57 PM
Executed:	03/12/26 12:49:33 PM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	
Lot Name:	
Wafer Name:	
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	3.14e-06
Sample Thickness (microns):	8.00e-02

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PMF20724-485 (500V)
Tester Serial Number:	PMF20724-485
Return Signal Amp. Level:	100.0 [Index: 0]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	'
Volts:	0.75
Field:	93.75 (kV/cm)
DCBias:	0.25
DCField:	31.25 (kV/cm)
Hysteresis Period (ms):	2.00e+00
Preset:	Enabled
Preset Delay (ms):	1.00e+03
Profile:	Double Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	2001

Valid Data

Point	Time (ms)	Drive Voltage	Measured Polarization (uC/cm2)	Capacitance (uF)	Normalized Capacitance (uF/cm2)	Dielectric Constant	Instantaneous Current (mA)
 591	5.9000e-01	-0.0254	-10.155191	0.000062	19.752521	1.784623	-0.000203
 592	5.9100e-01	-0.0258	-10.216083	0.000059	18.637460	1.683878	-0.000191
 593	5.9200e-01	-0.0288	-10.279838	0.000061	19.513579	1.763035	-0.000200
 594	5.9300e-01	-0.0311	-10.336306	0.000054	17.283456	1.561545	-0.000177
 595	5.9400e-01	-0.0336	-10.401882	0.000063	20.071110	1.813407	-0.000206
 596	5.9500e-01	-0.0378	-10.464596	0.000060	19.194990	1.734250	-0.000197
 597	5.9600e-01	-0.0396	-10.535897	0.000069	21.823350	1.971720	-0.000224
 598	5.9700e-01	-0.0444	-10.594967	0.000057	18.079929	1.633506	-0.000186
 599	5.9800e-01	-0.0468	-10.652997	0.000056	17.761340	1.604721	-0.000182
 600	5.9900e-01	-0.0494	-10.706863	0.000052	16.486983	1.489584	-0.000169
 601	6.0000e-01	-0.0515	-10.756826	0.000048	15.292274	1.381643	-0.000157
 602	6.0100e-01	-0.0568	-10.801584	0.000043	13.699329	1.237722	-0.000141
 603	6.0200e-01	-0.0552	-10.859614	-0.000056	-17.761340	-1.604721	-0.000182
 604	6.0300e-01	-0.0602	-10.921547	0.000060	18.956049	1.712662	-0.000195
 605	6.0400e-01	-0.0621	-10.971770	0.000048	15.371922	1.388839	-0.000158
 606	6.0500e-01	-0.0678	-11.018610	0.000045	14.336507	1.295291	-0.000147
 607	6.0600e-01	-0.0701	-11.066751	0.000046	14.734744	1.331271	-0.000151
 608	6.0700e-01	-0.0746	-11.110989	0.000043	13.540035	1.223330	-0.000139
 609	6.0800e-01	-0.0781	-11.151324	0.000039	12.345326	1.115389	-0.000127
 610	6.0900e-01	-0.0810	-11.203108	0.000050	15.849805	1.432016	-0.000163
 611	6.1000e-01	-0.0790	-11.255673	-0.000051	-16.088747	-1.453604	-0.000165
 612	6.1100e-01	-0.0819	-11.303294	0.000046	14.575449	1.316879	-0.000150
 613	6.1200e-01	-0.0886	-11.351695	0.000047	14.814391	1.338467	-0.000152
 614	6.1300e-01	-0.0907	-11.392030	0.000039	12.345326	1.115389	-0.000127
 615	6.1400e-01	-0.0980	-11.432624	0.000039	12.424973	1.122585	-0.000128
 616	6.1500e-01	-0.0968	-11.481546	-0.000047	-14.973685	-1.352859	-0.000154
 617	6.1600e-01	-0.1002	-11.517977	0.000035	11.150617	1.007448	-0.000114
 618	6.1700e-01	-0.1028	-11.561435	0.000042	13.301093	1.201742	-0.000137
 619	6.1800e-01	-0.1083	-11.601249	0.000038	12.186031	1.100997	-0.000125
 620	6.1900e-01	-0.1077	-11.646267	-0.000043	-13.778976	-1.244918	-0.000141
 621	6.2000e-01	-0.1112	-11.686341	0.000039	12.265678	1.108193	-0.000126
 622	6.2100e-01	-0.1149	-11.728497	0.000041	12.902857	1.165762	-0.000132
 623	6.2200e-01	-0.1186	-11.762847	0.000033	10.513439	0.949880	-0.000108
 624	6.2300e-01	-0.1235	-11.807865	0.000043	13.778976	1.244918	-0.000141
 625	6.2400e-01	-0.1242	-11.841174	0.000032	10.194850	0.921096	-0.000105
 626	6.2500e-01	-0.1292	-11.886192	0.000043	13.778976	1.244918	-0.000141
 627	6.2600e-01	-0.1282	-11.928869	-0.000041	-13.062151	-1.180154	-0.000134
 628	6.2700e-01	-0.1328	-11.969464	0.000039	12.424973	1.122585	-0.000128
 629	6.2800e-01	-0.1369	-12.010319	0.000039	12.504620	1.129781	-0.000128
 630	6.2900e-01	-0.1416	-12.043627	0.000032	10.194850	0.921096	-0.000105
 631	6.3000e-01	-0.1414	-12.091508	-0.000046	-14.655096	-1.324075	-0.000150
 632	6.3100e-01	-0.1446	-12.121174	0.000029	9.079788	0.820351	-0.000093
 633	6.3200e-01	-0.1466	-12.156564	0.000034	10.832028	0.978664	-0.000111
 634	6.3300e-01	-0.1503	-12.192735	0.000035	11.070970	1.000252	-0.000114
 635	6.3400e-01	-0.1527	-12.234631	0.000040	12.823209	1.158566	-0.000132
 636	6.3500e-01	-0.1591	-12.274184	0.000038	12.106384	1.093801	-0.000124
 637	6.3600e-01	-0.1603	-12.310355	0.000035	11.070970	1.000252	-0.000114
 638	6.3700e-01	-0.1623	-12.344445	0.000033	10.433791	0.942684	-0.000107
 639	6.3800e-01	-0.1691	-12.377753	0.000032	10.194850	0.921096	-0.000105
 640	6.3900e-01	-0.1698	-12.414445	0.000035	11.230264	1.014644	-0.000115
 641	6.4000e-01	-0.1732	-12.446972	0.000031	9.955908	0.899507	-0.000102
 642	6.4100e-01	-0.1749	-12.492772	0.000044	14.017918	1.266506	-0.000144
 643	6.4200e-01	-0.1757	-12.531805	0.000038	11.947089	1.079409	-0.000123
 644	6.4300e-01	-0.1833	-12.566154	0.000033	10.513439	0.949880	-0.000108
 645	6.4400e-01	-0.1846	-12.606229	0.000039	12.265678	1.108193	-0.000126
 646	6.4500e-01	-0.1899	-12.637455	0.000030	9.557672	0.863527	-0.000098
 647	6.4600e-01	-0.1893	-12.674667	-0.000036	-11.389559	-1.029037	-0.000117
 648	6.4700e-01	-0.1917	-12.711879	0.000036	11.389559	1.029037	-0.000117
 649	6.4800e-01	-0.1982	-12.752994	0.000040	12.584268	1.136977	-0.000129
 650	6.4900e-01	-0.1993	-12.790727	0.000036	11.548853	1.043429	-0.000119
 651	6.5000e-01	-0.2026	-12.824035	0.000032	10.194850	0.921096	-0.000105
 652	6.5100e-01	-0.2061	-12.863589	0.000038	12.106384	1.093801	-0.000124
 653	6.5200e-01	-0.2089	-12.894555	0.000030	9.478024	0.856331	-0.000097
 654	6.5300e-01	-0.2085	-12.926823	-0.000031	-9.876261	-0.892311	-0.000101
 655	6.5400e-01	-0.2124	-12.965856	0.000038	11.947089	1.079409	-0.000123
 656	6.5500e-01	-0.2184	-13.002548	0.000035	11.230264	1.014644	-0.000115
 657	6.5600e-01	-0.2159	-13.037678	-0.000034	-10.752380	-0.971468	-0.000110
 658	6.5700e-01	-0.2245	-13.076972	0.000038	12.026737	1.086605	-0.000123
 659	6.5800e-01	-0.2264	-13.110540	0.000032	10.274497	0.928292	-0.000105
 660	6.5900e-01	-0.2239	-13.139425	-0.000028	-8.840846	-0.798763	-0.000091
 661	6.6000e-01	-0.2325	-13.179239	0.000038	12.186031	1.100997	-0.000125
 662	6.6100e-01	-0.2346	-13.214629	0.000034	10.832028	0.978664	-0.000111
 663	6.6200e-01	-0.2366	-13.250020	0.000034	10.832028	0.978664	-0.000111
 664	6.6300e-01	-0.2448	-13.288012	0.000037	11.628500	1.050625	-0.000119
 665	6.6400e-01	-0.2441	-13.322362	-0.000033	-10.513439	-0.949880	-0.000108
 666	6.6500e-01	-0.2489	-13.357231	0.000034	10.672733	0.964272	-0.000110
 667	6.6600e-01	-0.2478	-13.387938	-0.000030	-9.398377	-0.849135	-0.000096
 668	6.6700e-01	-0.2474	-13.423588	-0.000034	-10.911675	-0.985860	-0.000112
 669	6.6800e-01	-0.2588	-13.462101	0.000037	11.787795	1.065017	-0.000121
 670	6.6900e-01	-0.2606	-13.499313	0.000036	11.389559	1.029037	-0.000117
 671	6.7000e-01	-0.2637	-13.533402	0.000033	10.433791	0.942684	-0.000107
 672	6.7100e-01	-0.2653	-13.572436	0.000038	11.947089	1.079409	-0.000123
 673	6.7200e-01	-0.2671	-13.604443	0.000031	9.796613	0.885115	-0.000101
 674	6.7300e-01	-0.2729	-13.636711	0.000031	9.876261	0.892311	-0.000101
 675	6.7400e-01	-0.2735	-13.664815	0.000027	8.601904	0.777174	-0.000088
 676	6.7500e-01	-0.2746	-13.706971	0.000041	12.902857	1.165762	-0.000132
 677	6.7600e-01	-0.2799	-13.741320	0.000033	10.513439	0.949880	-0.000108
 678	6.7700e-01	-0.2846	-13.775669	0.000033	10.513439	0.949880	-0.000108
 679	6.7800e-01	-0.2912	-13.811580	0.000035	10.991322	0.993056	-0.000113
 680	6.7900e-01	-0.2911	-13.847231	-0.000034	-10.911675	-0.985860	-0.000112
 681	6.8000e-01	-0.2940	-13.880019	0.000032	10.035555	0.906703	-0.000103
 682	6.8100e-01	-0.2953	-13.913067	0.000032	10.115202	0.913900	-0.000104
 683	6.8200e-01	-0.3007	-13.939610	0.000026	8.124021	0.733998	-0.000083
 684	6.8300e-01	-0.3003	-13.972138	-0.000031	-9.955908	-0.899507	-0.000102
 685	6.8400e-01	-0.3067	-14.010911	0.000037	11.867442	1.072213	-0.000122
 686	6.8500e-01	-0.3101	-14.046041	0.000034	10.752380	0.971468	-0.000110
 687	6.8600e-01	-0.3123	-14.076747	0.000030	9.398377	0.849135	-0.000096
 688	6.8700e-01	-0.3127	-14.111357	0.000033	10.593086	0.957076	-0.000109
 689	6.8800e-01	-0.3153	-14.145966	0.000033	10.593086	0.957076	-0.000109
 690	6.8900e-01	-0.3197	-14.172509	0.000026	8.124021	0.733998	-0.000083
 691	6.9000e-01	-0.3230	-14.213104	0.000039	12.424973	1.122585	-0.000128
 692	6.9100e-01	-0.3241	-14.244331	0.000030	9.557672	0.863527	-0.000098
 693	6.9200e-01	-0.3288	-14.273476	0.000028	8.920493	0.805959	-0.000092
 694	6.9300e-01	-0.3298	-14.309907	0.000035	11.150617	1.007448	-0.000114
 695	6.9400e-01	-0.3338	-14.342955	0.000032	10.115202	0.913900	-0.000104
 696	6.9500e-01	-0.3340	-14.377304	0.000033	10.513439	0.949880	-0.000108
 697	6.9600e-01	-0.3352	-14.402806	0.000025	7.805432	0.705214	-0.000080
 698	6.9700e-01	-0.3426	-14.430390	0.000027	8.442610	0.762782	-0.000087
 699	6.9800e-01	-0.3434	-14.463178	0.000032	10.035555	0.906703	-0.000103
 700	6.9900e-01	-0.3496	-14.500650	0.000036	11.469206	1.036233	-0.000118
 701	7.0000e-01	-0.3522	-14.524851	0.000023	7.407195	0.669234	-0.000076
 702	7.0100e-01	-0.3579	-14.557118	0.000031	9.876261	0.892311	-0.000101
 703	7.0200e-01	-0.3595	-14.591988	0.000034	10.672733	0.964272	-0.000110
 704	7.0300e-01	-0.3619	-14.620613	0.000028	8.761199	0.791567	-0.000090
 705	7.0400e-01	-0.3657	-14.652360	0.000031	9.716966	0.877919	-0.000100
 706	7.0500e-01	-0.3647	-14.679423	-0.000026	-8.283315	-0.748390	-0.000085
 707	7.0600e-01	-0.3692	-14.712211	0.000032	10.035555	0.906703	-0.000103
 708	7.0700e-01	-0.3735	-14.748382	0.000035	11.070970	1.000252	-0.000114
 709	7.0800e-01	-0.3759	-14.784553	0.000035	11.070970	1.000252	-0.000114
 710	7.0900e-01	-0.3794	-14.812657	0.000027	8.601904	0.777174	-0.000088
 711	7.1000e-01	-0.3821	-14.834776	0.000021	6.770017	0.611665	-0.000069
 712	7.1100e-01	-0.3840	-14.859497	0.000024	7.566490	0.683626	-0.000078
 713	7.1200e-01	-0.3873	-14.893326	0.000033	10.354144	0.935488	-0.000106
 714	7.1300e-01	-0.3912	-14.920910	0.000027	8.442610	0.762782	-0.000087
 715	7.1400e-01	-0.3950	-14.954739	0.000033	10.354144	0.935488	-0.000106
 716	7.1500e-01	-0.3979	-14.983884	0.000028	8.920493	0.805959	-0.000092
 717	7.1600e-01	-0.3967	-15.012768	-0.000028	-8.840846	-0.798763	-0.000091
 718	7.1700e-01	-0.4034	-15.042694	0.000029	9.159435	0.827547	-0.000094
 719	7.1800e-01	-0.4075	-15.065593	0.000022	7.008959	0.633253	-0.000072
 720	7.1900e-01	-0.4134	-15.092917	0.000026	8.362963	0.755586	-0.000086
 721	7.2000e-01	-0.4153	-15.127526	0.000033	10.593086	0.957076	-0.000109
 722	7.2100e-01	-0.4166	-15.155891	0.000027	8.681552	0.784370	-0.000089
 723	7.2200e-01	-0.4132	-15.189720	-0.000033	-10.354144	-0.935488	-0.000106
 724	7.2300e-01	-0.4226	-15.213920	0.000023	7.407195	0.669234	-0.000076
 725	7.2400e-01	-0.4218	-15.237340	-0.000023	-7.168254	-0.647645	-0.000074
 726	7.2500e-01	-0.4265	-15.265184	0.000027	8.522257	0.769978	-0.000087
 727	7.2600e-01	-0.4295	-15.293288	0.000027	8.601904	0.777174	-0.000088
 728	7.2700e-01	-0.4327	-15.321392	0.000027	8.601904	0.777174	-0.000088
 729	7.2800e-01	-0.4349	-15.342991	0.000021	6.610723	0.597273	-0.000068
 730	7.2900e-01	-0.4369	-15.369534	0.000026	8.124021	0.733998	-0.000083
 731	7.3000e-01	-0.4416	-15.399199	0.000029	9.079788	0.820351	-0.000093
 732	7.3100e-01	-0.4431	-15.426002	0.000026	8.203668	0.741194	-0.000084
 733	7.3200e-01	-0.4487	-15.454106	0.000027	8.601904	0.777174	-0.000088
 734	7.3300e-01	-0.4472	-15.478307	-0.000023	-7.407195	-0.669234	-0.000076
 735	7.3400e-01	-0.4555	-15.503028	0.000024	7.566490	0.683626	-0.000078
 736	7.3500e-01	-0.4562	-15.530351	0.000026	8.362963	0.755586	-0.000086
 737	7.3600e-01	-0.4592	-15.558455	0.000027	8.601904	0.777174	-0.000088
 738	7.3700e-01	-0.4638	-15.586299	0.000027	8.522257	0.769978	-0.000087
 739	7.3800e-01	-0.4650	-15.615704	0.000028	9.000141	0.813155	-0.000092
 740	7.3900e-01	-0.4715	-15.642767	0.000026	8.283315	0.748390	-0.000085
 741	7.4000e-01	-0.4727	-15.668009	0.000024	7.725784	0.698018	-0.000079
 742	7.4100e-01	-0.4749	-15.693771	0.000025	7.885079	0.712410	-0.000081
 743	7.4200e-01	-0.4779	-15.711206	0.000017	5.336367	0.482136	-0.000055
 744	7.4300e-01	-0.4830	-15.739050	0.000027	8.522257	0.769978	-0.000087
 745	7.4400e-01	-0.4851	-15.767935	0.000028	8.840846	0.798763	-0.000091
 746	7.4500e-01	-0.4877	-15.794998	0.000026	8.283315	0.748390	-0.000085
 747	7.4600e-01	-0.4922	-15.819198	0.000023	7.407195	0.669234	-0.000076
 748	7.4700e-01	-0.4936	-15.845221	0.000025	7.964726	0.719606	-0.000082
 749	7.4800e-01	-0.4957	-15.878269	0.000032	10.115202	0.913900	-0.000104
 750	7.4900e-01	-0.4977	-15.891020	0.000012	3.902716	0.352607	-0.000040
 751	7.5000e-01	-0.5000	-15.916261	0.000024	7.725784	0.698018	-0.000079
 752	7.5100e-01	-0.4989	-15.939161	-0.000022	-7.008959	-0.633253	-0.000072
 753	7.5200e-01	-0.4977	-15.949570	-0.000010	-3.185891	-0.287842	-0.000033
 754	7.5300e-01	-0.4941	-15.953473	-0.000004	-1.194709	-0.107941	-0.000012
 755	7.5400e-01	-0.4906	-15.951392	0.000002	0.637178	0.057568	0.000007
 756	7.5500e-01	-0.4892	-15.946187	0.000005	1.592945	0.143921	0.000016
 757	7.5600e-01	-0.4839	-15.934997	0.000011	3.424832	0.309431	0.000035
 758	7.5700e-01	-0.4814	-15.926931	0.000008	2.469065	0.223078	0.000025
 759	7.5800e-01	-0.4772	-15.917563	0.000009	2.867301	0.259058	0.000029
 760	7.5900e-01	-0.4752	-15.906633	0.000011	3.345185	0.302234	0.000034
 761	7.6000e-01	-0.4690	-15.895444	0.000011	3.424832	0.309431	0.000035
 762	7.6100e-01	-0.4684	-15.881652	0.000013	4.221305	0.381391	0.000043
 763	7.6200e-01	-0.4646	-15.867860	0.000013	4.221305	0.381391	0.000043
 764	7.6300e-01	-0.4624	-15.849905	0.000017	5.495661	0.496528	0.000056
 765	7.6400e-01	-0.4588	-15.836373	0.000013	4.141658	0.374195	0.000043
 766	7.6500e-01	-0.4566	-15.817377	0.000018	5.814250	0.525312	0.000060
 767	7.6600e-01	-0.4549	-15.804366	0.000013	3.982363	0.359803	0.000041
 768	7.6700e-01	-0.4510	-15.796299	0.000008	2.469065	0.223078	0.000025
 769	7.6800e-01	-0.4496	-15.778343	0.000017	5.495661	0.496528	0.000056
 770	7.6900e-01	-0.4478	-15.760128	0.000018	5.575308	0.503724	0.000057
 771	7.7000e-01	-0.4443	-15.745295	0.000014	4.539894	0.410175	0.000047
 772	7.7100e-01	-0.4335	-15.730983	0.000014	4.380599	0.395783	0.000045
 773	7.7200e-01	-0.4351	-15.714329	-0.000016	-5.097425	-0.460548	0.000052
 774	7.7300e-01	-0.4320	-15.696373	0.000017	5.495661	0.496528	0.000056
 775	7.7400e-01	-0.4297	-15.682061	0.000014	4.380599	0.395783	0.000045
 776	7.7500e-01	-0.4284	-15.666708	0.000015	4.699189	0.424568	0.000048
 777	7.7600e-01	-0.4239	-15.651095	0.000015	4.778836	0.431764	0.000049
 778	7.7700e-01	-0.4221	-15.633660	0.000017	5.336367	0.482136	0.000055
 779	7.7800e-01	-0.4166	-15.611541	0.000021	6.770017	0.611665	0.000069
 780	7.7900e-01	-0.4133	-15.596708	0.000014	4.539894	0.410175	0.000047
 781	7.8000e-01	-0.4128	-15.579013	0.000017	5.416014	0.489332	0.000056
 782	7.8100e-01	-0.4079	-15.558195	0.000020	6.371781	0.575685	0.000065
 783	7.8200e-01	-0.4065	-15.541281	0.000016	5.177072	0.467744	0.000053
 784	7.8300e-01	-0.4037	-15.524626	0.000016	5.097425	0.460548	0.000052
 785	7.8400e-01	-0.3995	-15.505110	0.000019	5.973545	0.539704	0.000061
 786	7.8500e-01	-0.3979	-15.489756	0.000015	4.699189	0.424568	0.000048
 787	7.8600e-01	-0.3961	-15.470760	0.000018	5.814250	0.525312	0.000060
 788	7.8700e-01	-0.3939	-15.454106	0.000016	5.097425	0.460548	0.000052
 789	7.8800e-01	-0.3878	-15.436151	0.000017	5.495661	0.496528	0.000056
 790	7.8900e-01	-0.3835	-15.418716	0.000017	5.336367	0.482136	0.000055
 791	7.9000e-01	-0.3785	-15.399199	0.000019	5.973545	0.539704	0.000061
 792	7.9100e-01	-0.3791	-15.374218	-0.000024	-7.646137	-0.690822	0.000078
 793	7.9200e-01	-0.3791	-15.363548	-0.000010	-3.265538	-0.295038	0.000034
 794	7.9300e-01	-0.3745	-15.338567	0.000024	7.646137	0.690822	0.000078
 795	7.9400e-01	-0.3719	-15.312805	0.000025	7.885079	0.712410	0.000081
 796	7.9500e-01	-0.3674	-15.291727	0.000020	6.451428	0.582881	0.000066
 797	7.9600e-01	-0.3596	-15.272731	0.000018	5.814250	0.525312	0.000060
 798	7.9700e-01	-0.3584	-15.255036	0.000017	5.416014	0.489332	0.000056
 799	7.9800e-01	-0.3571	-15.238121	0.000016	5.177072	0.467744	0.000053
 800	7.9900e-01	-0.3559	-15.220686	0.000017	5.336367	0.482136	0.000055
 801	8.0000e-01	-0.3548	-15.195445	0.000024	7.725784	0.698018	0.000079
 802	8.0100e-01	-0.3506	-15.170463	0.000024	7.646137	0.690822	0.000078
 803	8.0200e-01	-0.3471	-15.150686	0.000019	6.053192	0.546901	0.000062
 804	8.0300e-01	-0.3445	-15.134032	0.000016	5.097425	0.460548	0.000052
 805	8.0400e-01	-0.3420	-15.113214	0.000020	6.371781	0.575685	0.000065
 806	8.0500e-01	-0.3369	-15.089534	0.000023	7.247901	0.654841	0.000074
 807	8.0600e-01	-0.3351	-15.069237	0.000020	6.212487	0.561293	0.000064
 808	8.0700e-01	-0.3317	-15.039571	0.000029	9.079788	0.820351	0.000093
 809	8.0800e-01	-0.3303	-15.020054	0.000019	5.973545	0.539704	0.000061
 810	8.0900e-01	-0.3240	-14.995333	0.000024	7.566490	0.683626	0.000078
 811	8.1000e-01	-0.3204	-14.975556	0.000019	6.053192	0.546901	0.000062
 812	8.1100e-01	-0.3181	-14.955259	0.000020	6.212487	0.561293	0.000064
 813	8.1200e-01	-0.3161	-14.931058	0.000023	7.407195	0.669234	0.000076
 814	8.1300e-01	-0.3155	-14.908419	0.000022	6.929312	0.626057	0.000071
 815	8.1400e-01	-0.3095	-14.886040	0.000022	6.849665	0.618861	0.000070
 816	8.1500e-01	-0.3053	-14.858977	0.000026	8.283315	0.748390	0.000085
 817	8.1600e-01	-0.3036	-14.837378	0.000021	6.610723	0.597273	0.000068
 818	8.1700e-01	-0.3005	-14.813698	0.000023	7.247901	0.654841	0.000074
 819	8.1800e-01	-0.2985	-14.792880	0.000020	6.371781	0.575685	0.000065
 820	8.1900e-01	-0.2976	-14.770761	0.000021	6.770017	0.611665	0.000069
 821	8.2000e-01	-0.2942	-14.744739	0.000025	7.964726	0.719606	0.000082
 822	8.2100e-01	-0.2870	-14.722880	0.000021	6.690370	0.604469	0.000069
 823	8.2200e-01	-0.2851	-14.688791	0.000033	10.433791	0.942684	0.000107
 824	8.2300e-01	-0.2821	-14.664590	0.000023	7.407195	0.669234	0.000076
 825	8.2400e-01	-0.2779	-14.641170	0.000023	7.168254	0.647645	0.000074
 826	8.2500e-01	-0.2757	-14.611505	0.000029	9.079788	0.820351	0.000093
 827	8.2600e-01	-0.2739	-14.589646	0.000021	6.690370	0.604469	0.000069
 828	8.2700e-01	-0.2684	-14.564665	0.000024	7.646137	0.690822	0.000078
 829	8.2800e-01	-0.2682	-14.534999	0.000029	9.079788	0.820351	0.000093
 830	8.2900e-01	-0.2665	-14.507676	0.000026	8.362963	0.755586	0.000086
 831	8.3000e-01	-0.2619	-14.481393	0.000025	8.044374	0.726802	0.000083
 832	8.3100e-01	-0.2615	-14.451208	0.000029	9.239082	0.834743	0.000095
 833	8.3200e-01	-0.2555	-14.424144	0.000026	8.283315	0.748390	0.000085
 834	8.3300e-01	-0.2536	-14.397342	0.000026	8.203668	0.741194	0.000084
 835	8.3400e-01	-0.2489	-14.371840	0.000025	7.805432	0.705214	0.000080
 836	8.3500e-01	-0.2470	-14.348420	0.000023	7.168254	0.647645	0.000074
 837	8.3600e-01	-0.2448	-14.314591	0.000033	10.354144	0.935488	0.000106
 838	8.3700e-01	-0.2412	-14.282583	0.000031	9.796613	0.885115	0.000101
 839	8.3800e-01	-0.2403	-14.249795	0.000032	10.035555	0.906703	0.000103
 840	8.3900e-01	-0.2328	-14.218829	0.000030	9.478024	0.856331	0.000097
 841	8.4000e-01	-0.2315	-14.190725	0.000027	8.601904	0.777174	0.000088
 842	8.4100e-01	-0.2293	-14.164702	0.000025	7.964726	0.719606	0.000082
 843	8.4200e-01	-0.2254	-14.136859	0.000027	8.522257	0.769978	0.000087
 844	8.4300e-01	-0.2244	-14.105632	0.000030	9.557672	0.863527	0.000098
 845	8.4400e-01	-0.2190	-14.075966	0.000029	9.079788	0.820351	0.000093
 846	8.4500e-01	-0.2180	-14.045000	0.000030	9.478024	0.856331	0.000097
 847	8.4600e-01	-0.2113	-14.012732	0.000031	9.876261	0.892311	0.000101
 848	8.4700e-01	-0.2113	-13.982547	-0.000029	-9.239082	-0.834743	0.000095
 849	8.4800e-01	-0.2089	-13.954442	0.000027	8.601904	0.777174	0.000088
 850	8.4900e-01	-0.2055	-13.928420	0.000025	7.964726	0.719606	0.000082
 851	8.5000e-01	-0.2028	-13.899275	0.000028	8.920493	0.805959	0.000092
 852	8.5100e-01	-0.1987	-13.866487	0.000032	10.035555	0.906703	0.000103
 853	8.5200e-01	-0.1978	-13.826933	0.000038	12.106384	1.093801	0.000124
 854	8.5300e-01	-0.1917	-13.788420	0.000037	11.787795	1.065017	0.000121
 855	8.5400e-01	-0.1921	-13.753030	-0.000034	-10.832028	-0.978664	0.000111
 856	8.5500e-01	-0.1899	-13.724145	0.000028	8.840846	0.798763	0.000091
 857	8.5600e-01	-0.1841	-13.690577	0.000032	10.274497	0.928292	0.000105
 858	8.5700e-01	-0.1834	-13.657268	0.000032	10.194850	0.921096	0.000105
 859	8.5800e-01	-0.1759	-13.626822	0.000029	9.318730	0.841939	0.000096
 860	8.5900e-01	-0.1734	-13.589350	0.000036	11.469206	1.036233	0.000118
 861	8.6000e-01	-0.1743	-13.551097	-0.000037	-11.708148	-1.057821	0.000120
 862	8.6100e-01	-0.1694	-13.518830	0.000031	9.876261	0.892311	0.000101
 863	8.6200e-01	-0.1667	-13.483700	0.000034	10.752380	0.971468	0.000110
 864	8.6300e-01	-0.1638	-13.452993	0.000030	9.398377	0.849135	0.000096
 865	8.6400e-01	-0.1592	-13.422547	0.000029	9.318730	0.841939	0.000096
 866	8.6500e-01	-0.1564	-13.386897	0.000034	10.911675	0.985860	0.000112
 867	8.6600e-01	-0.1546	-13.343700	0.000042	13.221446	1.194546	0.000136
 868	8.6700e-01	-0.1517	-13.306228	0.000036	11.469206	1.036233	0.000118
 869	8.6800e-01	-0.1467	-13.265373	0.000039	12.504620	1.129781	0.000128
 870	8.6900e-01	-0.1434	-13.224518	0.000039	12.504620	1.129781	0.000128
 871	8.7000e-01	-0.1421	-13.191209	0.000032	10.194850	0.921096	0.000105
 872	8.7100e-01	-0.1405	-13.160243	0.000030	9.478024	0.856331	0.000097
 873	8.7200e-01	-0.1334	-13.126934	0.000032	10.194850	0.921096	0.000105
 874	8.7300e-01	-0.1315	-13.088682	0.000037	11.708148	1.057821	0.000120
 875	8.7400e-01	-0.1315	-13.046005	0.000041	13.062151	1.180154	0.000134
 876	8.7500e-01	-0.1261	-13.005671	0.000039	12.345326	1.115389	0.000127
 877	8.7600e-01	-0.1240	-12.972102	0.000032	10.274497	0.928292	0.000105
 878	8.7700e-01	-0.1187	-12.939834	0.000031	9.876261	0.892311	0.000101
 879	8.7800e-01	-0.1188	-12.904184	-0.000034	-10.911675	-0.985860	0.000112
 880	8.7900e-01	-0.1150	-12.869314	0.000034	10.672733	0.964272	0.000110
 881	8.8000e-01	-0.1130	-12.832362	0.000036	11.309911	1.021840	0.000116
 882	8.8100e-01	-0.1087	-12.791247	0.000040	12.584268	1.136977	0.000129
 883	8.8200e-01	-0.1069	-12.742585	0.000047	14.894038	1.345663	0.000153
 884	8.8300e-01	-0.1020	-12.701730	0.000039	12.504620	1.129781	0.000128
 885	8.8400e-01	-0.1018	-12.664779	0.000036	11.309911	1.021840	0.000116
